"rental_id","rental_date","payment_id","amount","country_id","country","customer_id","full_name","film_id"
12066,"2006-02-14 15:16:03",31917,7.98,23,"China",267,"Margie Wade",542
13206,"2005-08-19 15:05:34",21773,2.99,103,"United States",504,"Nathaniel Adam",542
9286,"2005-07-30 15:32:28",30749,2.99,23,"China",154,"Michele Grant",542
4573,"2005-07-08 05:38:46",26670,6.99,103,"United States",400,"Bryan Hardison",543
1668,"2005-06-16 10:19:52",18353,5.99,23,"China",569,"Dave Gardiner",544
1443,"2005-06-15 18:57:51",17864,0.99,23,"China",435,"Ricky Shelby",545
11613,"2005-08-17 03:50:33",23850,4.99,15,"Brazil",126,"Ellen Simpson",545
6425,"2005-07-11 23:54:52",25991,0.99,23,"China",339,"Walter Perryman",545
11146,"2005-08-02 09:45:32",22205,1.99,23,"China",552,"Hugh Waldrop",545
10140,"2005-07-31 22:03:20",28342,4.99,23,"China",550,"Guy Brownlee",547
14420,"2005-08-21 11:16:15",22199,0.99,15,"Brazil",551,"Clayton Barbee",547
10278,"2005-08-01 03:25:27",24164,6.99,23,"China",154,"Michele Grant",548
14561,"2005-08-21 16:20:43",21181,2.99,15,"Brazil",443,"Francisco Skidmore",549
11137,"2005-08-02 09:25:31",19937,2.99,15,"Brazil",310,"Daniel Cabral",549
15081,"2005-08-22 11:14:31",19964,2.99,23,"China",313,"Donald Mahon",549
12678,"2005-08-18 19:41:27",24428,2.99,103,"United States",181,"Ana Bradley",550
13001,"2005-08-19 07:36:44",25022,4.99,15,"Brazil",254,"Maxine Silva",551
6453,"2005-07-12 00:59:53",30918,4.99,23,"China",169,"Erica Matthews",551
14375,"2005-08-21 09:46:35",22189,6.99,23,"China",550,"Guy Brownlee",551
5222,"2005-07-09 12:05:45",26673,5.99,103,"United States",400,"Bryan Hardison",551
14896,"2005-08-22 04:20:55",22373,8.99,23,"China",569,"Dave Gardiner",551
2477,"2005-06-18 20:58:46",18487,5.99,15,"Brazil",206,"Terri Vasquez",551
3017,"2005-06-20 11:08:56",19089,3.99,23,"China",151,"Megan Palmer",552
4197,"2005-07-07 11:07:52",25811,0.99,23,"China",324,"Gary Coy",553
12920,"2005-08-19 04:32:32",21826,4.99,23,"China",511,"Chester Benner",553
9918,"2005-07-31 14:55:22",25333,2.99,23,"China",283,"Felicia Sutton",554
9929,"2005-07-31 15:17:24",28483,2.99,23,"China",564,"Bob Pfeiffer",554
5276,"2005-07-09 14:35:13",28022,2.99,23,"China",521,"Roland South",554
3371,"2005-06-21 13:27:22",18457,4.99,23,"China",595,"Terrence Gunderson",555
11297,"2005-08-02 15:22:47",23277,5.99,103,"United States",62,"Joan Cooper",555
9182,"2005-07-30 12:06:58",30867,7.99,23,"China",165,"Lorraine Stephens",556
11956,"2005-08-17 17:22:05",21321,6.99,103,"United States",457,"Bill Gavin",556
4371,"2005-07-07 20:06:45",29991,4.99,23,"China",90,"Ruby Washington",556
10369,"2005-08-01 06:13:44",21017,4.99,23,"China",424,"Kyle Spurlock",556
4214,"2005-07-07 11:54:33",27599,4.99,23,"China",484,"Roberto Vu",556
9053,"2005-07-30 07:07:39",27628,4.99,23,"China",485,"Clyde Tobias",556
10269,"2005-08-01 03:09:26",23064,4.99,15,"Brazil",39,"Debra Nelson",556
3869,"2005-07-06 17:56:46",31076,2.99,15,"Brazil",183,"Ida Andrews",557
9944,"2005-07-31 15:44:43",31652,5.99,23,"China",241,"Heidi Larson",557
6755,"2005-07-12 15:07:49",30419,6.99,15,"Brazil",126,"Ellen Simpson",557
8918,"2005-07-30 01:56:22",26949,4.99,23,"China",424,"Kyle Spurlock",558
8428,"2005-07-29 07:10:14",26658,7.99,15,"Brazil",398,"Antonio Meek",558
4994,"2005-07-09 00:54:13",31707,2.99,15,"Brazil",246,"Marian Mendoza",559
6130,"2005-07-11 08:19:56",28228,2.99,23,"China",538,"Ted Breaux",559
9536,"2005-07-31 01:19:02",25667,2.99,15,"Brazil",310,"Daniel Cabral",559
14241,"2005-08-21 05:24:55",19761,4.99,103,"United States",291,"Toni Holt",559
13652,"2005-08-20 07:52:34",23327,2.99,23,"China",67,"Kelly Torres",559
7427,"2005-07-27 17:20:16",27157,2.99,23,"China",442,"Leroy Bustamante",559
4552,"2005-07-08 04:36:35",25687,2.99,23,"China",313,"Donald Mahon",559
14143,"2005-08-21 02:10:32",24075,2.99,103,"United States",146,"Jamie Rice",559
8696,"2005-07-29 16:45:18",31023,4.99,15,"Brazil",178,"Marion Snyder",559
12487,"2005-08-18 12:45:24",21606,0.99,23,"China",485,"Clyde Tobias",560
15273,"2005-08-22 18:53:28",21007,2.99,23,"China",422,"Melvin Ellington",560
2810,"2005-06-19 19:44:12",18765,0.99,23,"China",67,"Kelly Torres",560
15189,"2005-08-22 15:56:42",20760,3.99,15,"Brazil",398,"Antonio Meek",561
2514,"2005-06-18 23:56:44",17667,2.99,103,"United States",382,"Victor Barkley",561
2066,"2005-06-17 16:07:08",19433,3.99,103,"United States",248,"Caroline Bowman",561
2453,"2005-06-18 19:30:53",18426,2.99,23,"China",588,"Marion Ocampo",561
13444,"2005-08-20 00:00:24",23044,0.99,23,"China",37,"Pamela Baker",562
7975,"2005-07-28 14:12:47",31306,2.99,23,"China",211,"Stacey Montgomery",562
6744,"2005-07-12 14:30:28",29701,0.99,23,"China",64,"Judith Cox",562
15603,"2005-08-23 06:41:32",22744,0.99,103,"United States",6,"Jennifer Davis",562
12019,"2005-08-17 19:48:55",23547,0.99,23,"China",90,"Ruby Washington",562
12409,"2005-08-18 09:43:58",23297,0.99,23,"China",64,"Judith Cox",562
6204,"2005-07-11 12:29:22",26250,4.99,15,"Brazil",362,"Nicholas Barfield",563
15230,"2005-08-22 17:31:41",21421,4.99,23,"China",466,"Leo Ebert",563
10642,"2005-08-01 15:45:11",19782,4.99,103,"United States",294,"Shelly Watts",563
2982,"2005-06-20 08:38:29",19008,6.99,15,"Brazil",130,"Charlotte Hunter",563
4428,"2005-07-07 22:29:40",31053,4.99,103,"United States",181,"Ana Bradley",563
11771,"2005-08-17 10:17:09",20040,6.99,23,"China",324,"Gary Coy",563
11634,"2005-08-17 04:31:49",22659,2.99,15,"Brazil",206,"Terri Vasquez",564
5220,"2005-07-09 11:59:04",27063,4.99,23,"China",435,"Ricky Shelby",564
14487,"2005-08-21 13:53:33",21969,6.99,103,"United States",526,"Karl Seal",564
13127,"2005-08-19 12:04:03",24396,2.99,15,"Brazil",178,"Marion Snyder",566
3366,"2005-06-21 13:03:37",18154,4.99,23,"China",511,"Chester Benner",567
13521,"2005-08-20 02:42:28",20620,2.99,23,"China",384,"Ernest Stepp",567
9581,"2005-07-31 03:03:07",25577,5.99,23,"China",302,"Michael Silverman",568
15343,"2005-08-22 21:01:25",22090,6.99,23,"China",538,"Ted Breaux",568
14493,"2005-08-21 14:01:44",20672,7.99,23,"China",389,"Alan Kahn",568
4676,"2005-07-08 10:26:02",25563,4.99,23,"China",302,"Michael Silverman",568
11569,"2005-08-17 01:31:04",21770,2.99,103,"United States",504,"Nathaniel Adam",569
14263,"2005-08-21 06:08:15",22040,7.99,23,"China",533,"Jessie Milam",570
10415,"2005-08-01 08:05:59",22551,4.99,15,"Brazil",591,"Kent Arsenault",570
13793,"2005-08-20 12:22:04",21023,3.99,23,"China",424,"Kyle Spurlock",571
5056,"2005-07-09 04:13:45",28080,2.99,103,"United States",526,"Karl Seal",571
2163,"2005-06-17 23:46:16",19005,2.99,15,"Brazil",130,"Charlotte Hunter",571
3661,"2005-07-06 08:10:02",27150,2.99,23,"China",442,"Leroy Bustamante",571
8593,"2005-07-29 12:38:14",31058,5.99,103,"United States",181,"Ana Bradley",571
9730,"2005-07-31 08:50:08",31661,6.99,23,"China",242,"Glenda Frazier",572
15136,"2005-08-22 13:19:25",21107,2.99,23,"China",435,"Ricky Shelby",572
11245,"2005-08-02 13:33:50",23566,2.99,15,"Brazil",92,"Tina Simmons",572
11178,"2005-08-02 10:48:10",20210,2.99,15,"Brazil",342,"Harold Martino",573
4485,"2005-07-08 01:07:54",30464,4.99,15,"Brazil",130,"Charlotte Hunter",573
9257,"2005-07-30 14:30:38",27397,2.99,23,"China",466,"Leo Ebert",573
13205,"2005-08-19 15:05:26",21687,3.99,23,"China",495,"Charlie Bess",574
4895,"2005-07-08 20:22:05",31656,1.99,23,"China",242,"Glenda Frazier",574
7223,"2005-07-27 09:42:27",25828,9.99,15,"Brazil",325,"Timothy Bunn",575
12590,"2005-08-18 16:11:35",19921,6.99,103,"United States",308,"Thomas Grigsby",575
2973,"2005-06-20 07:59:27",18878,5.99,103,"United States",96,"Diana Alexander",575
10343,"2005-08-01 05:15:47",19519,2.99,23,"China",267,"Margie Wade",576
8765,"2005-07-29 19:40:08",28232,0.99,23,"China",538,"Ted Breaux",577
14474,"2005-08-21 13:22:48",19788,2.99,103,"United States",294,"Shelly Watts",577
14590,"2005-08-21 17:29:10",21970,7.99,103,"United States",526,"Karl Seal",578
4352,"2005-07-07 19:15:58",31725,9.99,23,"China",249,"Dora Medina",578
5004,"2005-07-09 01:20:50",26488,4.99,103,"United States",382,"Victor Barkley",578
6356,"2005-07-11 20:57:48",30701,4.99,103,"United States",149,"Valerie Black",580
13554,"2005-08-20 04:08:39",22370,9.99,23,"China",569,"Dave Gardiner",580
11196,"2005-08-02 11:42:40",23849,9.99,15,"Brazil",126,"Ellen Simpson",580
4383,"2005-07-07 20:45:51",28799,11.99,15,"Brazil",591,"Kent Arsenault",580
9826,"2005-07-31 11:51:46",28872,10.99,23,"China",595,"Terrence Gunderson",580
7929,"2005-07-28 12:16:40",25635,0.99,15,"Brazil",307,"Joseph Joy",581
12568,"2005-08-18 15:15:44",22367,3.99,23,"China",569,"Dave Gardiner",582
1865,"2005-06-17 01:49:36",18208,7.99,103,"United States",526,"Karl Seal",583
9176,"2005-07-30 11:50:54",31846,4.99,23,"China",260,"Christy Vargas",583
14771,"2005-08-21 23:50:15",24114,3.99,103,"United States",149,"Valerie Black",585
1917,"2005-06-17 05:36:07",17741,3.99,103,"United States",400,"Bryan Hardison",586
14415,"2006-02-14 15:16:03",31997,0.99,103,"United States",561,"Ian Still",586
14963,"2005-08-22 06:38:10",20623,5.99,23,"China",384,"Ernest Stepp",586
6051,"2005-07-11 03:46:41",27064,4.99,23,"China",435,"Ricky Shelby",587
14360,"2005-08-21 09:16:40",24957,6.99,15,"Brazil",246,"Marian Mendoza",587
4916,"2005-07-08 21:32:17",31312,6.99,103,"United States",212,"Wilma Richards",588
11842,"2005-08-17 13:13:37",20999,4.99,23,"China",422,"Melvin Ellington",588
11109,"2005-08-02 08:20:29",21549,4.99,103,"United States",479,"Zachary Hite",589
2956,"2005-06-20 06:47:23",18235,0.99,23,"China",533,"Jessie Milam",589
6248,"2005-07-11 15:01:54",29057,7.99,103,"United States",6,"Jennifer Davis",590
5317,"2005-07-09 16:10:25",29145,7.99,103,"United States",14,"Betty White",591
4060,"2005-07-07 04:10:13",31295,2.99,23,"China",211,"Stacey Montgomery",592
9094,"2005-07-30 08:35:10",30588,4.99,103,"United States",140,"Eva Ramos",592
6211,"2005-07-11 12:39:01",29056,5.99,103,"United States",6,"Jennifer Davis",592
5530,"2005-07-10 02:13:49",29807,2.99,15,"Brazil",74,"Denise Kelly",593
12515,"2005-08-18 13:39:26",23288,0.99,103,"United States",63,"Ashley Richardson",593
6720,"2005-07-12 13:41:16",30711,0.99,23,"China",151,"Megan Palmer",594
8352,"2005-07-29 04:52:01",30906,1.99,23,"China",168,"Regina Berry",595
5041,"2005-07-09 03:18:51",25602,0.99,103,"United States",305,"Richard Mccrary",595
13356,"2005-08-19 21:02:21",20042,0.99,23,"China",324,"Gary Coy",595
6160,"2005-07-11 10:08:13",30238,4.99,23,"China",110,"Tiffany Jordan",596
13287,"2005-08-19 18:28:24",22369,7.99,23,"China",569,"Dave Gardiner",596
7960,"2005-07-28 13:47:08",25819,6.99,23,"China",324,"Gary Coy",596
6096,"2005-07-11 06:18:04",26901,4.99,103,"United States",420,"Jacob Lance",596
8048,"2005-07-28 16:50:26",31075,8.99,103,"United States",182,"Renee Lane",597
4423,"2005-07-07 22:11:28",28079,6.99,103,"United States",526,"Karl Seal",597
4786,"2005-07-08 16:13:05",25463,7.99,103,"United States",294,"Shelly Watts",597
13575,"2005-08-20 05:15:20",20182,5.99,23,"China",339,"Walter Perryman",599
3238,"2005-06-21 02:48:21",18800,0.99,15,"Brazil",77,"Jane Bennett",599
7187,"2005-07-27 08:27:58",30920,6.99,23,"China",169,"Erica Matthews",599
2935,"2005-06-20 05:07:24",17679,3.99,23,"China",384,"Ernest Stepp",600
5101,"2005-07-09 06:21:29",30741,0.99,23,"China",154,"Michele Grant",600
11088,"2005-08-02 07:48:31",23977,0.99,23,"China",138,"Hazel Warren",601
7268,"2005-07-27 11:23:09",31840,1.99,23,"China",260,"Christy Vargas",601
15060,"2005-08-22 10:24:32",23293,5.99,103,"United States",63,"Ashley Richardson",601
14406,"2005-08-21 10:46:35",24433,3.99,103,"United States",181,"Ana Bradley",601
6554,"2005-07-12 05:07:26",31016,5.99,15,"Brazil",178,"Marion Snyder",601
13306,"2005-08-19 18:57:29",24797,0.99,15,"Brazil",229,"Tamara Nguyen",601
10567,"2005-08-01 13:16:01",24659,0.99,103,"United States",212,"Wilma Richards",602
10154,"2005-07-31 22:30:49",30705,2.99,103,"United States",149,"Valerie Black",602
4176,"2005-07-07 10:03:34",26896,4.99,103,"United States",420,"Jacob Lance",602
2069,"2005-06-17 16:19:39",18291,4.99,15,"Brazil",551,"Clayton Barbee",602
7484,"2005-07-27 19:28:17",31305,0.99,23,"China",211,"Stacey Montgomery",602
3600,"2005-07-06 05:19:42",27914,4.99,23,"China",511,"Chester Benner",603
9208,"2005-07-30 12:54:03",25996,5.99,23,"China",339,"Walter Perryman",603
8586,"2005-07-29 12:16:34",26409,7.99,15,"Brazil",374,"Jeremy Hurtado",603
5580,"2005-07-10 04:05:49",28024,6.99,23,"China",521,"Roland South",603
6164,"2005-07-11 10:16:23",29523,0.99,15,"Brazil",47,"Frances Parker",604
10268,"2005-08-01 03:08:56",23974,3.99,23,"China",138,"Hazel Warren",604
9662,"2005-07-31 06:09:53",30069,3.99,103,"United States",96,"Diana Alexander",605
1972,"2005-06-17 09:25:49",18209,2.99,103,"United States",526,"Karl Seal",605
11785,"2005-08-17 10:54:46",24437,3.99,103,"United States",182,"Renee Lane",606
11352,"2005-08-02 17:29:39",22152,5.99,23,"China",546,"Kelly Knott",606
5755,"2005-07-10 12:38:56",29006,6.99,103,"United States",2,"Patricia Johnson",606
9784,"2005-07-31 10:21:32",26260,4.99,15,"Brazil",362,"Nicholas Barfield",606
3517,"2005-07-06 00:52:35",25694,0.99,15,"Brazil",314,"George Linton",606
15956,"2005-08-23 19:19:21",20331,0.99,15,"Brazil",354,"Justin Ngo",606
7903,"2005-07-28 11:20:36",28767,2.99,23,"China",588,"Marion Ocampo",608
9042,"2005-07-30 06:33:55",26659,2.99,15,"Brazil",398,"Antonio Meek",608
6935,"2005-07-26 23:13:10",27065,2.99,23,"China",435,"Ricky Shelby",609
4915,"2005-07-08 21:31:22",31010,2.99,15,"Brazil",178,"Marion Snyder",609
12451,"2005-08-18 11:04:42",24446,0.99,15,"Brazil",183,"Ida Andrews",610
2373,"2005-06-18 14:37:57",18273,0.99,15,"Brazil",544,"Cody Nolen",610
1448,"2005-06-15 19:17:16",19427,1.99,15,"Brazil",246,"Marian Mendoza",610
7900,"2005-07-28 11:11:33",30747,1.99,23,"China",154,"Michele Grant",610
12631,"2005-08-18 17:52:51",20180,0.99,23,"China",339,"Walter Perryman",610
10184,"2005-08-01 00:09:33",29852,4.99,15,"Brazil",77,"Jane Bennett",611
7181,"2005-07-27 08:14:34",30466,4.99,15,"Brazil",130,"Charlotte Hunter",611
3725,"2005-07-06 11:15:04",30412,4.99,15,"Brazil",126,"Ellen Simpson",611
4002,"2005-07-07 00:08:18",25638,3.99,103,"United States",308,"Thomas Grigsby",612
8445,"2005-07-29 07:37:48",26512,1.99,23,"China",384,"Ernest Stepp",613
15883,"2005-08-23 16:44:56",22192,0.99,23,"China",550,"Guy Brownlee",613
2354,"2005-06-18 12:54:18",18797,3.99,15,"Brazil",77,"Jane Bennett",613
11835,"2005-08-17 13:03:13",21551,4.99,103,"United States",479,"Zachary Hite",614
2378,"2005-06-18 14:57:49",17677,7.99,23,"China",384,"Ernest Stepp",614
2478,"2005-06-18 21:01:21",19409,5.99,23,"China",241,"Heidi Larson",614
1222,"2005-06-15 03:38:49",19144,4.99,23,"China",168,"Regina Berry",614
14951,"2005-08-22 06:19:37",24574,4.99,23,"China",197,"Sue Peters",615
5984,"2005-07-11 00:44:36",31014,2.99,15,"Brazil",178,"Marion Snyder",615
6810,"2005-07-12 17:54:19",27623,4.99,23,"China",485,"Clyde Tobias",615
11374,"2005-08-02 18:14:54",21019,2.99,23,"China",424,"Kyle Spurlock",616
2275,"2005-06-18 06:31:29",17557,4.99,15,"Brazil",354,"Justin Ngo",616
6606,"2005-07-12 08:03:40",31018,2.99,15,"Brazil",178,"Marion Snyder",616
9500,"2005-07-30 23:58:36",31650,6.99,23,"China",241,"Heidi Larson",616
6458,"2005-07-12 01:08:52",30559,2.99,23,"China",138,"Hazel Warren",616
10732,"2005-08-01 19:25:18",22083,5.99,23,"China",538,"Ted Breaux",617
3385,"2005-06-21 14:16:48",18166,0.99,23,"China",514,"Franklin Troutman",617
9978,"2005-07-31 16:59:51",26993,2.99,15,"Brazil",427,"Jesus Mccartney",617
1745,"2005-06-16 16:41:16",19186,3.99,15,"Brazil",178,"Marion Snyder",617
9007,"2005-07-30 05:09:32",29684,0.99,103,"United States",63,"Ashley Richardson",618
4449,"2005-07-07 23:18:58",26149,5.99,15,"Brazil",354,"Justin Ngo",618
6041,"2005-07-11 03:14:58",28346,0.99,15,"Brazil",551,"Clayton Barbee",618
8572,"2005-07-29 11:51:24",31916,1.99,23,"China",267,"Margie Wade",618
2362,"2005-06-18 13:31:15",18163,0.99,23,"China",514,"Franklin Troutman",618
8758,"2005-07-29 19:20:49",27161,4.99,23,"China",442,"Leroy Bustamante",618
14765,"2005-08-21 23:40:28",21105,1.99,23,"China",435,"Ricky Shelby",619
8069,"2005-07-28 17:23:46",31020,0.99,15,"Brazil",178,"Marion Snyder",619
9214,"2005-07-30 13:10:14",31060,4.99,103,"United States",181,"Ana Bradley",620
5158,"2005-07-09 08:53:09",25203,2.99,23,"China",272,"Kay Caldwell",620
5153,"2005-07-09 08:35:05",27841,6.99,103,"United States",504,"Nathaniel Adam",620
15578,"2005-08-23 05:37:13",19865,2.99,23,"China",302,"Michael Silverman",621
5611,"2005-07-10 05:13:43",26945,3.99,23,"China",424,"Kyle Spurlock",621
15670,"2005-08-23 09:07:11",24657,5.99,23,"China",211,"Stacey Montgomery",621
15696,"2005-08-23 10:04:17",23583,0.99,23,"China",93,"Phyllis Foster",622
3171,"2005-06-20 22:15:47",19043,0.99,103,"United States",140,"Eva Ramos",623
13440,"2005-08-19 23:42:52",25088,2.99,23,"China",260,"Christy Vargas",623
10601,"2005-08-01 14:25:40",20983,10.99,103,"United States",420,"Jacob Lance",624
12907,"2005-08-19 04:16:13",21000,9.99,23,"China",422,"Melvin Ellington",624
10129,"2005-07-31 21:41:35",28484,6.99,23,"China",564,"Bob Pfeiffer",624
10722,"2005-08-01 19:07:08",23543,4.99,23,"China",90,"Ruby Washington",624
1961,"2005-06-17 09:02:58",17675,0.99,23,"China",384,"Ernest Stepp",625
9063,"2005-07-30 07:24:34",28482,3.99,23,"China",564,"Bob Pfeiffer",625
10991,"2005-08-02 04:41:12",23420,0.99,15,"Brazil",77,"Jane Bennett",625
4124,"2005-07-07 07:19:54",25872,1.99,103,"United States",330,"Scott Shelley",625
7597,"2005-07-27 23:35:49",30921,0.99,23,"China",169,"Erica Matthews",625
3996,"2005-07-06 23:46:43",28343,5.99,15,"Brazil",551,"Clayton Barbee",626
10662,"2005-08-01 16:50:57",24134,2.99,23,"China",151,"Megan Palmer",626
12254,"2005-08-18 04:05:29",22739,2.99,103,"United States",6,"Jennifer Davis",626
4703,"2005-07-08 11:44:56",28282,2.99,15,"Brazil",544,"Cody Nolen",626
2683,"2005-06-19 12:27:19",19410,2.99,23,"China",241,"Heidi Larson",626
1816,"2005-06-16 21:20:41",18451,4.99,23,"China",594,"Eduardo Hiatt",627
7029,"2005-07-27 02:57:43",26559,4.99,23,"China",389,"Alan Kahn",627
5486,"2005-07-09 23:57:44",28226,2.99,23,"China",538,"Ted Breaux",628
2071,"2005-06-17 16:33:17",18046,3.99,103,"United States",479,"Zachary Hite",628
9836,"2005-07-31 12:12:00",25693,2.99,23,"China",313,"Donald Mahon",629
9938,"2005-07-31 15:28:47",29688,2.99,103,"United States",63,"Ashley Richardson",629
3742,"2005-07-06 12:01:38",30060,2.99,103,"United States",96,"Diana Alexander",630
14423,"2005-08-21 11:23:59",21930,0.99,23,"China",521,"Roland South",630
12308,"2005-08-18 05:48:53",22366,0.99,23,"China",569,"Dave Gardiner",631
13679,"2005-08-20 08:39:34",24799,5.99,15,"Brazil",229,"Tamara Nguyen",631
15395,"2005-08-22 23:06:25",21972,4.99,103,"United States",526,"Karl Seal",631
11659,"2005-08-17 05:20:45",23712,4.99,103,"United States",112,"Rosa Reynolds",632
10928,"2005-08-02 02:34:12",24645,4.99,23,"China",211,"Stacey Montgomery",633
7564,"2005-07-27 22:31:17",25429,0.99,103,"United States",291,"Toni Holt",634
4101,"2005-07-07 06:25:11",28761,0.99,23,"China",588,"Marion Ocampo",635
7694,"2005-07-28 03:39:25",28231,0.99,23,"China",538,"Ted Breaux",635
6628,"2005-07-12 09:18:08",31303,4.99,23,"China",211,"Stacey Montgomery",636
5606,"2005-07-10 05:07:55",29571,4.99,103,"United States",51,"Alice Stewart",637
15907,"2005-08-23 17:39:35",22701,4.99,103,"United States",2,"Patricia Johnson",637
12855,"2005-08-19 02:18:58",24922,4.99,23,"China",242,"Glenda Frazier",637
6361,"2005-07-11 21:09:14",28444,2.99,103,"United States",561,"Ian Still",638
1902,"2005-06-17 04:35:52",18043,2.99,103,"United States",479,"Zachary Hite",638
7212,"2005-07-27 09:21:22",28804,2.99,15,"Brazil",591,"Kent Arsenault",638
7413,"2005-07-27 16:45:40",31779,4.99,15,"Brazil",254,"Maxine Silva",639
5917,"2005-07-10 21:30:22",29809,4.99,15,"Brazil",74,"Denise Kelly",639
2172,"2005-06-18 00:06:16",17961,7.99,103,"United States",457,"Bill Gavin",640
7850,"2005-07-28 09:31:13",30324,4.99,103,"United States",118,"Kim Cruz",640
4134,"2005-07-07 08:14:24",31077,0.99,15,"Brazil",183,"Ida Andrews",641
10729,"2005-08-01 19:21:11",22579,2.99,23,"China",595,"Terrence Gunderson",641
14435,"2005-08-21 11:44:37",24306,0.99,23,"China",169,"Erica Matthews",641
8880,"2005-07-30 00:16:55",29577,0.99,103,"United States",51,"Alice Stewart",641
15393,"2005-08-22 23:04:09",21184,4.99,15,"Brazil",443,"Francisco Skidmore",643
16022,"2005-08-23 21:44:27",21779,4.99,103,"United States",504,"Nathaniel Adam",643
4070,"2005-07-07 04:37:09",27744,2.99,23,"China",496,"Tyler Wren",643
13493,"2005-08-20 01:33:36",23045,3.99,23,"China",37,"Pamela Baker",643
7434,"2005-07-27 17:34:40",31648,2.99,23,"China",241,"Heidi Larson",643
6632,"2005-07-12 09:33:10",27156,2.99,23,"China",442,"Leroy Bustamante",644
7972,"2005-07-28 14:07:46",25185,2.99,103,"United States",269,"Cassandra Walters",644
12567,"2005-08-18 15:14:36",19920,3.99,103,"United States",308,"Thomas Grigsby",644
3817,"2005-07-06 15:31:45",31911,2.99,23,"China",267,"Margie Wade",644
13489,"2005-08-20 01:29:06",21180,2.99,15,"Brazil",443,"Francisco Skidmore",644
15700,"2005-08-23 10:21:21",22213,2.99,23,"China",552,"Hugh Waldrop",645
6895,"2005-07-12 21:23:59",28906,2.99,23,"China",599,"Austin Cintron",645
7086,"2005-07-27 04:39:46",28862,4.99,23,"China",595,"Terrence Gunderson",645
8970,"2005-07-30 04:02:05",25692,3.99,23,"China",313,"Donald Mahon",645
2351,"2005-06-18 12:27:57",19322,0.99,15,"Brazil",216,"Natalie Meyer",646
14233,"2005-08-21 05:07:08",22617,1.99,23,"China",599,"Austin Cintron",646
2178,"2005-06-18 00:38:35",19482,0.99,23,"China",260,"Christy Vargas",647
1727,"2005-06-16 15:21:47",17959,0.99,103,"United States",457,"Bill Gavin",647
7417,"2005-07-27 16:58:33",31334,4.99,103,"United States",214,"Kristin Johnston",648
11946,"2005-08-17 17:05:53",22364,4.99,23,"China",569,"Dave Gardiner",648
10749,"2005-08-01 20:02:01",24673,4.99,103,"United States",214,"Kristin Johnston",648
3720,"2005-07-06 11:06:57",30059,2.99,103,"United States",96,"Diana Alexander",649
9769,"2005-07-31 09:52:16",27612,4.99,23,"China",484,"Roberto Vu",649
1505,"2005-06-15 22:12:50",18323,2.99,103,"United States",561,"Ian Still",649
9143,"2005-07-30 10:22:11",27923,6.99,23,"China",511,"Chester Benner",649
1281,"2005-06-15 08:21:39",18151,2.99,23,"China",511,"Chester Benner",649
5586,"2005-07-10 04:17:06",26986,5.99,15,"Brazil",427,"Jesus Mccartney",650
2726,"2005-06-19 15:02:20",17805,0.99,103,"United States",420,"Jacob Lance",651
6457,"2005-07-12 01:06:35",29699,0.99,23,"China",64,"Judith Cox",651
7474,"2005-07-27 19:07:17",30239,0.99,23,"China",110,"Tiffany Jordan",651
13916,"2005-08-20 16:43:02",19862,2.99,23,"China",302,"Michael Silverman",651
11550,"2005-08-17 01:02:06",20177,2.99,23,"China",339,"Walter Perryman",651
1181,"2005-06-15 00:42:17",18276,1.99,23,"China",546,"Kelly Knott",651
8698,"2005-07-29 16:52:17",25820,3.99,23,"China",324,"Gary Coy",651
4864,"2005-07-08 19:05:34",25295,6.99,23,"China",281,"Leona Obrien",651
10551,"2005-08-01 12:48:55",19780,6.99,103,"United States",294,"Shelly Watts",651
1418,"2005-06-15 17:51:27",18438,0.99,15,"Brazil",591,"Kent Arsenault",651
14682,"2005-08-21 20:25:57",19974,4.99,15,"Brazil",314,"George Linton",651
3151,"2005-06-20 20:36:53",18799,2.99,15,"Brazil",77,"Jane Bennett",652
8608,"2005-07-29 13:18:52",30866,0.99,23,"China",165,"Lorraine Stephens",652
6313,"2005-07-11 18:29:52",25326,0.99,23,"China",283,"Felicia Sutton",652
14333,"2005-08-21 08:31:03",23580,4.99,23,"China",93,"Phyllis Foster",652
14594,"2005-08-21 17:34:24",23281,2.99,103,"United States",62,"Joan Cooper",652
8206,"2005-07-28 23:20:31",26925,4.99,23,"China",422,"Melvin Ellington",652
5620,"2005-07-10 05:30:52",30027,7.99,15,"Brazil",92,"Tina Simmons",653
13054,"2005-08-19 09:34:02",20051,4.99,15,"Brazil",325,"Timothy Bunn",654
1463,"2005-06-15 20:37:51",18352,6.99,23,"China",569,"Dave Gardiner",654
12110,"2005-08-17 22:59:46",21825,6.99,23,"China",511,"Chester Benner",654
11864,"2005-08-17 14:02:01",23595,4.99,103,"United States",96,"Diana Alexander",654
14502,"2005-08-21 14:22:28",20562,4.99,23,"China",378,"Eugene Culpepper",655
10251,"2005-08-01 02:39:12",23063,4.99,15,"Brazil",39,"Debra Nelson",655
15227,"2005-08-22 17:22:41",24140,4.99,23,"China",151,"Megan Palmer",655
11018,"2005-08-02 05:27:53",24566,4.99,23,"China",197,"Sue Peters",655
9525,"2005-07-31 01:02:18",31710,5.99,15,"Brazil",246,"Marian Mendoza",655
11562,"2005-08-17 01:23:39",21020,6.99,23,"China",424,"Kyle Spurlock",656
7133,"2005-07-27 06:29:23",27749,2.99,23,"China",496,"Tyler Wren",657
